What.External_Id__c,Owner.External_Id__c,CreatedDate__c,ActivityDate,External_Id__c,TaskSubtype,CallDurationInSeconds,CallDisposition,CallType,Status,Priority,Subject
W_Opportunity.25003,W_User.16,2016-10-06 07:58:12,2016-10-17,W_Sales_Task.1831,Task,950,Call Successful,Internal,In Progress,Normal,Sales Presentation
W_Opportunity.25012,W_User.18,2016-07-14 18:19:55,2016-07-16,W_Sales_Task.1832,Task,1550,Left Voicemail,Internal,On Hold,Normal,Qualification Call Notes
W_Opportunity.25012,W_User.18,2016-07-13 18:05:21,2016-07-15,W_Sales_Task.1833,Task,1950,Appointment Set,Inbound,On Hold,High,Sales Presentation Follow-Up
W_Opportunity.25026,W_User.4,2017-01-12 09:07:32,2017-01-19,W_Sales_Task.1834,Task,1620,Call Successful,Internal,Not Started,Normal,Demonstration for Key Stakeholders
W_Opportunity.25032,W_User.15,2017-02-16 14:27:32,2017-02-22,W_Sales_Task.1835,Task,1450,Appointment Set,Internal,Completed,Normal,Prep Sales Presentation
W_Opportunity.25032,W_User.15,2017-02-16 11:41:51,2017-03-01,W_Sales_Task.1836,Task,550,Call Unsuccessful,Inbound,In Progress,Normal,Notes from Customer Discussion
W_Opportunity.25037,W_User.14,2016-01-03 11:55:43,2016-01-06,W_Sales_Task.1837,Task,560,Appointment Set,Inbound,Not Started,Normal,Tradeshow Preparation
W_Opportunity.25037,W_User.14,2016-01-04 15:25:33,2016-01-10,W_Sales_Task.1838,Task,3450,Call Successful,Outbound,Completed,Normal,Send Updated Quote
W_Opportunity.25039,W_User.14,2015-07-02 22:01:25,2015-07-14,W_Sales_Task.1839,Task,2840,Call Successful,Internal,Completed,Normal,Touch Base with Champion
W_Opportunity.25047,W_User.2,2015-10-23 10:11:22,2015-10-26,W_Sales_Task.1840,Task,320,Contacted,Outbound,Not Started,Normal,Left Voicemail
W_Opportunity.25047,W_User.2,2015-10-07 00:16:19,2015-10-19,W_Sales_Task.1841,Task,2110,Call Successful,Inbound,Completed,Normal,Meeting to Discuss Objection Handling Best Practices
W_Opportunity.25048,W_User.2,2016-01-08 07:41:55,2016-01-19,W_Sales_Task.1842,Email,1840,Left Message,Outbound,Not Started,Normal,Call Customer for Update
W_Opportunity.25050,W_User.5,2016-10-18 22:01:02,2016-10-24,W_Sales_Task.1843,Task,1150,Appointment Set,Internal,Not Started,Normal,Touch Base with Champion
W_Opportunity.25056,W_User.6,2017-02-16 17:31:15,2017-02-17,W_Sales_Task.1844,Task,3090,Appointment Set,Internal,In Progress,Normal,Customer Feedback Session
W_Opportunity.25058,W_User.18,2017-04-26 15:06:00,2017-04-30,W_Sales_Task.1845,Task,1980,Appointment Set,Outbound,Completed,Normal,Discovery Notes
W_Opportunity.25064,W_User.6,2016-01-28 20:58:15,2016-02-08,W_Sales_Task.1846,Task,1860,Call Successful,Outbound,Not Started,Normal,Feature Request Submitted
W_Opportunity.25073,W_User.4,2017-05-16 21:37:23,2017-05-18,W_Sales_Task.1847,Task,2270,Appointment Set,Outbound,In Progress,Normal,Prep Sales Presentation
W_Opportunity.25084,W_User.1,2017-01-09 18:59:48,2017-01-09,W_Sales_Task.1848,Task,1840,Call Successful,Inbound,In Progress,Normal,Review Needs List
W_Opportunity.25088,W_User.6,2016-10-17 12:13:36,2016-10-19,W_Sales_Task.1849,Task,330,Busy,Outbound,Completed,Normal,Discovery Call with Management Team
W_Opportunity.25088,W_User.6,2016-10-05 15:30:05,2016-10-06,W_Sales_Task.1850,Task,50,Contacted,Outbound,Not Started,Normal,Follow Up To My Message
W_Opportunity.25091,W_User.4,2016-02-05 00:11:40,2016-02-07,W_Sales_Task.1851,Task,930,Call Successful,Inbound,Completed,Normal,Discovery Meeting with Stakeholders
W_Opportunity.25097,W_User.18,2016-07-20 13:12:08,2016-07-26,W_Sales_Task.1852,Task,3150,Appointment Set,Inbound,On Hold,Normal,Social Media Strategy Meeting
W_Opportunity.25097,W_User.18,2016-07-22 11:57:06,2016-08-01,W_Sales_Task.1853,Task,1850,Busy,Inbound,On Hold,Normal,Internal Deal Discussion
W_Opportunity.25113,W_User.1,2017-02-01 10:24:23,2017-02-06,W_Sales_Task.1854,Email,1960,Call Successful,Outbound,In Progress,Normal,Price Discussion
W_Opportunity.25113,W_User.1,2017-01-30 05:27:58,2017-01-30,W_Sales_Task.1855,Call,1660,Call Successful,Outbound,Open,Normal,Request Needs Document
W_Opportunity.25119,W_User.18,2015-10-13 07:40:59,2015-10-25,W_Sales_Task.1856,Task,2630,Left Voicemail,Internal,Not Started,Normal,Call with VP of Customer Service
W_Opportunity.25119,W_User.18,2015-10-10 23:00:07,2015-10-22,W_Sales_Task.1857,Task,1020,No Answer,Internal,Completed,Normal,Call with VP of Marketing
W_Opportunity.25120,W_User.14,2015-07-21 05:05:26,2015-07-30,W_Sales_Task.1858,Task,1860,Call Successful,Inbound,Completed,Normal,Meeting Debrief and Follow-Ups
W_Opportunity.25121,W_User.14,2016-10-29 18:46:13,2016-11-08,W_Sales_Task.1859,Task,1660,Contacted,Outbound,On Hold,High,Request Needs List
W_Opportunity.25157,W_User.5,2016-02-17 03:49:38,2016-02-26,W_Sales_Task.1860,Email,350,Contacted,Inbound,On Hold,Normal,Update Account Plan for Strategy Review
W_Opportunity.25157,W_User.5,2016-02-13 17:33:31,2016-02-25,W_Sales_Task.1861,Task,640,Left Message,Outbound,On Hold,Normal,Demonstration to Project Team
W_Opportunity.25163,W_User.1,2017-05-09 20:26:57,2017-05-09,W_Sales_Task.1862,Task,2930,Call Successful,Inbound,Not Started,High,Project Update Call
W_Opportunity.25171,W_User.16,2016-07-20 13:47:58,2016-07-23,W_Sales_Task.1863,Task,1910,Call Successful,Inbound,Completed,Normal,Project Update Call
W_Opportunity.25177,W_User.17,2016-01-24 22:36:44,2016-02-06,W_Sales_Task.1864,Email,1420,Contacted,Internal,Not Started,Normal,Commitment: 20 Calls a Week to New Logos
W_Opportunity.25177,W_User.17,2016-01-23 22:48:21,2016-01-24,W_Sales_Task.1865,Task,1180,Call Successful,Inbound,On Hold,Normal,Review referrals
W_Opportunity.25180,W_User.15,2016-04-01 21:04:16,2016-04-08,W_Sales_Task.1866,Task,630,Appointment Set,Internal,On Hold,Normal,Called Decision Maker - CIO
W_Opportunity.25184,W_User.17,2016-01-27 20:22:02,2016-02-07,W_Sales_Task.1867,Task,1180,Call Successful,Inbound,Completed,Normal,Quick Call with Director of Finance
W_Opportunity.25184,W_User.17,2016-01-20 03:48:04,2016-02-02,W_Sales_Task.1868,Task,1050,Call Unsuccessful,Inbound,Completed,Normal,Prepare for Discovery Meeting
W_Opportunity.25192,W_User.20,2015-12-01 05:18:36,2015-12-10,W_Sales_Task.1869,Task,2890,Call Successful,Outbound,On Hold,Normal,Certification Training Review
W_Opportunity.25192,W_User.20,2015-11-20 10:45:21,2015-11-21,W_Sales_Task.1870,Task,2830,Contacted,Outbound,Not Started,Normal,Mid-Year Review
W_Opportunity.25201,W_User.2,2016-01-12 23:43:27,2016-01-23,W_Sales_Task.1871,Task,460,No Answer,Outbound,Not Started,Normal,Channel Plan Status Call
W_Opportunity.25201,W_User.2,2016-01-15 18:02:17,2016-01-25,W_Sales_Task.1872,Task,2500,Appointment Set,Internal,Completed,Normal,Social Media Strategy Meeting
W_Opportunity.25207,W_User.4,2016-06-01 11:12:36,2016-06-11,W_Sales_Task.1873,Email,1850,Call Successful,Internal,Completed,Normal,Customer Success Review
W_Opportunity.25207,W_User.4,2016-05-25 10:52:39,2016-06-05,W_Sales_Task.1874,Task,800,Left Message,Internal,Not Started,Normal,Kickoff Meeting with Stakeholders
W_Opportunity.25209,W_User.6,2017-01-19 01:18:54,2017-01-22,W_Sales_Task.1875,Task,810,Call Successful,Inbound,Completed,Normal,Customer Success Review
W_Opportunity.25221,W_User.2,2017-03-11 20:43:23,2017-03-16,W_Sales_Task.1876,Task,3440,Call Successful,Internal,Completed,Normal,Called Decision Maker - CIO
W_Opportunity.25221,W_User.2,2017-03-24 04:06:46,2017-03-26,W_Sales_Task.1877,Task,1410,Contacted,Internal,Not Started,Normal,Lead Qualification Call
W_Opportunity.25222,W_User.5,2016-02-03 22:56:05,2016-02-13,W_Sales_Task.1878,Task,300,Appointment Set,Outbound,Not Started,Normal,Negotiate Terms of Contract
W_Opportunity.25222,W_User.5,2016-02-06 09:50:13,2016-02-19,W_Sales_Task.1879,Task,1750,Call Unsuccessful,Internal,Completed,Normal,Executive Meeting Follow-up
W_Opportunity.25223,W_User.2,2017-02-11 11:32:54,2017-02-20,W_Sales_Task.1880,Task,1240,Appointment Set,Inbound,On Hold,Normal,Discovery Call Notes
W_Opportunity.25230,W_User.2,2015-06-21 10:32:45,2015-06-25,W_Sales_Task.1881,Email,2200,Call Successful,Internal,On Hold,Normal,Call for Update on Project
W_Opportunity.25243,W_User.20,2016-01-24 03:16:51,2016-02-03,W_Sales_Task.1882,Task,1400,Call Successful,Internal,Not Started,Normal,Discuss Revised Quote
W_Opportunity.25247,W_User.20,2017-01-07 00:00:00,2017-01-18,W_Sales_Task.1883,Task,370,Busy,Internal,In Progress,High,2nd Mock Presentation
W_Opportunity.25248,W_User.16,2016-04-26 11:50:35,2016-05-01,W_Sales_Task.1884,Task,3410,Call Successful,Internal,In Progress,High,Discuss Customer Requirements
W_Opportunity.25270,W_User.6,2015-12-27 00:00:00,2016-01-01,W_Sales_Task.1885,Task,190,Contacted,Outbound,Completed,Normal,Lead Source Details
W_Opportunity.25273,W_User.4,2017-01-30 06:56:38,2017-02-02,W_Sales_Task.1886,Task,1070,No Answer,Inbound,On Hold,High,Internal Deal Discussion
W_Opportunity.25273,W_User.4,2017-01-28 21:16:02,2017-01-30,W_Sales_Task.1887,Task,2090,Call Successful,Inbound,Open,Normal,Request Requirements List from Prospect
W_Opportunity.25274,W_User.5,2016-10-09 08:23:35,2016-10-15,W_Sales_Task.1888,Task,1450,Appointment Set,Inbound,In Progress,Normal,Run Facebook Promotion to Boost Engagement
W_Opportunity.25275,W_User.16,2017-03-03 15:48:03,2017-03-13,W_Sales_Task.1889,Task,1990,Appointment Set,Outbound,Completed,Normal,Share Notes from Discussion
W_Opportunity.25275,W_User.16,2017-01-22 13:08:34,2017-01-22,W_Sales_Task.1890,Task,2930,Appointment Set,Outbound,Not Started,Normal,Arrange Travel for Guest Speaker
W_Opportunity.25276,W_User.4,2015-06-27 06:48:30,2015-06-29,W_Sales_Task.1891,Call,1390,Call Successful,Outbound,In Progress,Normal,Arrange Travel for Guest Speaker
W_Opportunity.25287,W_User.19,2015-11-05 21:31:18,2015-11-11,W_Sales_Task.1892,Task,3350,Call Successful,Outbound,Completed,Normal,Sales Presentation
W_Opportunity.25287,W_User.19,2015-10-25 14:47:31,2015-11-04,W_Sales_Task.1893,Task,1520,Call Successful,Inbound,Completed,Normal,Notes from Discovery Meeting
W_Opportunity.25288,W_User.20,2017-01-06 10:12:03,2017-01-09,W_Sales_Task.1894,Task,1710,Call Successful,Outbound,Completed,Normal,Closing Call
W_Opportunity.25288,W_User.20,2017-01-01 00:27:42,2017-01-08,W_Sales_Task.1895,Task,1470,Appointment Set,Inbound,In Progress,Normal,Call with VP of Customer Service
W_Opportunity.25310,W_User.2,2017-02-12 11:01:55,2017-02-25,W_Sales_Task.1896,Call,2200,Call Successful,Internal,On Hold,High,Certification Training Review
W_Opportunity.25312,W_User.3,2016-09-06 02:23:46,2016-09-18,W_Sales_Task.1897,Task,30,Call Successful,Outbound,On Hold,Normal,Call with Director of Sales
W_Opportunity.25312,W_User.3,2016-09-07 17:34:54,2016-09-08,W_Sales_Task.1898,Task,1090,Call Successful,Internal,Completed,Normal,Review Meeting Notes
W_Opportunity.25344,W_User.2,2016-12-11 17:50:50,2016-12-20,W_Sales_Task.1899,Task,350,Call Successful,Outbound,On Hold,Normal,Follow-up Call
W_Opportunity.25346,W_User.14,2015-10-14 15:18:43,2015-10-18,W_Sales_Task.1900,Task,450,Call Successful,Internal,On Hold,Normal,Price Discussion
W_Opportunity.25349,W_User.2,2016-07-09 21:45:16,2016-07-19,W_Sales_Task.1901,Task,3410,Call Unsuccessful,Internal,Not Started,Normal,Review Discovery Notes
W_Opportunity.25352,W_User.6,2016-07-20 03:49:36,2016-07-21,W_Sales_Task.1902,Task,3440,Appointment Set,Inbound,In Progress,Normal,Finalize List of Target Companies to Engage
W_Opportunity.25352,W_User.6,2016-07-20 11:55:49,2016-07-21,W_Sales_Task.1903,Task,620,Appointment Set,Inbound,In Progress,Normal,Called Decision Maker - CIO
W_Opportunity.25363,W_User.15,2016-06-22 06:41:42,2016-07-01,W_Sales_Task.1904,Task,3350,Call Successful,Outbound,Completed,High,Discovery Call Notes
W_Opportunity.25369,W_User.1,2017-05-02 13:19:27,2017-05-10,W_Sales_Task.1905,Task,650,Call Unsuccessful,Inbound,In Progress,Normal,Product Demo for Executive Team
W_Opportunity.25370,W_User.6,2016-01-07 10:22:14,2016-01-19,W_Sales_Task.1906,Task,1180,Call Successful,Outbound,Not Started,Normal,Review Case with Customer
W_Opportunity.25375,W_User.6,2017-03-15 00:00:00,2017-03-17,W_Sales_Task.1907,Call,3010,Call Successful,Outbound,On Hold,High,Qualification Notes from Meeting
W_Opportunity.25375,W_User.6,2017-03-15 00:00:00,2017-03-22,W_Sales_Task.1908,Task,1370,Call Successful,Internal,Not Started,Normal,Product Demo For Executive Team
W_Opportunity.25395,W_User.16,2016-10-07 04:47:13,2016-10-14,W_Sales_Task.1909,Task,2950,Call Successful,Internal,Completed,Normal,Negotiate Terms and Conditions
W_Opportunity.25395,W_User.16,2016-10-06 20:23:32,2016-10-12,W_Sales_Task.1910,Task,1990,Appointment Set,Internal,Not Started,Normal,Post-Meeting Follow-Up
W_Opportunity.25413,W_User.20,2016-01-31 00:36:52,2016-02-05,W_Sales_Task.1911,Task,2630,Appointment Set,Inbound,In Progress,Normal,Call with Project Team
W_Opportunity.25416,W_User.18,2016-03-30 19:02:53,2016-04-02,W_Sales_Task.1912,Task,1290,Call Successful,Internal,Not Started,Normal,Finalize Contract
W_Opportunity.25425,W_User.3,2017-01-31 16:04:52,2017-02-12,W_Sales_Task.1913,Task,1550,Contacted,Outbound,Completed,Normal,Review Current Results and Revise ROI
W_Opportunity.25425,W_User.3,2017-01-12 14:37:11,2017-01-20,W_Sales_Task.1914,Task,3030,Left Voicemail,Inbound,In Progress,Normal,Product Demo for Executive Team
W_Opportunity.25426,W_User.5,2017-01-22 10:11:07,2017-01-29,W_Sales_Task.1915,Task,1030,Call Successful,Outbound,In Progress,Normal,Send Updated Pricing
W_Opportunity.25426,W_User.5,2017-01-22 23:39:18,2017-01-31,W_Sales_Task.1916,Task,2830,Left Voicemail,Inbound,In Progress,Normal,Get Requirements from Prospect
W_Opportunity.25434,W_User.20,2015-08-05 11:38:16,2015-08-07,W_Sales_Task.1917,Task,2740,Busy,Internal,Completed,Normal,Develop Business Case
W_Opportunity.25435,W_User.4,2016-01-06 22:27:19,2016-01-11,W_Sales_Task.1918,Call,1280,Left Voicemail,Outbound,Not Started,Normal,Discovery Call with Management Team
W_Opportunity.25435,W_User.4,2016-01-01 14:37:27,2016-01-11,W_Sales_Task.1919,Email,1930,Call Successful,Outbound,Not Started,Normal,Send Questionnaire to Customer
W_Opportunity.25440,W_User.20,2017-02-28 00:12:03,2017-03-04,W_Sales_Task.1920,Task,1510,No Answer,Outbound,In Progress,Normal,Send Questionnaire to Customer
W_Opportunity.25440,W_User.20,2017-02-28 09:35:20,2017-03-01,W_Sales_Task.1921,Task,1820,No Answer,Internal,On Hold,High,Channel Account Planning
W_Opportunity.25449,W_User.2,2016-12-06 18:31:41,2016-12-15,W_Sales_Task.1922,Task,2770,Call Successful,Inbound,On Hold,Normal,Request Account Review
W_Opportunity.25449,W_User.2,2016-11-28 04:22:45,2016-12-01,W_Sales_Task.1923,Task,1340,Left Voicemail,Inbound,In Progress,Normal,Finalize Contract and Discuss Terms
W_Opportunity.25456,W_User.4,2016-01-09 15:55:51,2016-01-18,W_Sales_Task.1924,Task,2430,Busy,Outbound,Not Started,Normal,Cold Call
W_Opportunity.25461,W_User.17,2017-01-14 04:21:50,2017-01-20,W_Sales_Task.1925,Task,2780,No Answer,Outbound,Not Started,Normal,Review Proposal
W_Opportunity.25486,W_User.19,2016-09-15 05:06:56,2016-09-24,W_Sales_Task.1926,Task,740,Appointment Set,Outbound,Completed,Normal,Cleanup Current Pipeline by End of Month
W_Opportunity.25486,W_User.19,2016-09-23 13:40:34,2016-09-29,W_Sales_Task.1927,Task,2780,Call Successful,Inbound,Completed,Normal,Qualification Call
W_Opportunity.25504,W_User.4,2016-04-11 04:16:11,2016-04-17,W_Sales_Task.1928,Task,2960,Call Successful,Internal,Not Started,Normal,Review Case with Customer
W_Opportunity.25504,W_User.4,2016-04-18 13:23:39,2016-04-26,W_Sales_Task.1929,Task,1130,Call Successful,Internal,In Progress,Normal,Prepare for Discovery Meeting
W_Opportunity.25510,W_User.4,2017-01-22 08:03:59,2017-01-28,W_Sales_Task.1930,Task,270,Appointment Set,Outbound,Open,Normal,Qualification Meeting Notes
W_Opportunity.25513,W_User.17,2017-02-10 09:31:25,2017-02-20,W_Sales_Task.1931,Task,3330,Busy,Inbound,Not Started,Normal,Send Questionnaire to Customer
W_Opportunity.25513,W_User.17,2017-02-09 03:06:28,2017-02-17,W_Sales_Task.1932,Task,1060,Call Successful,Internal,Not Started,Normal,Opportunity Close Plan Development
W_Opportunity.25532,W_User.14,2016-07-16 06:13:46,2016-07-29,W_Sales_Task.1933,Task,1270,Appointment Set,Inbound,Completed,High,Qualification Notes from Meeting
W_Opportunity.25533,W_User.16,2015-11-20 14:34:22,2015-11-21,W_Sales_Task.1934,Task,650,Call Successful,Internal,Not Started,Normal,Qualification Notes from Meeting
W_Opportunity.25533,W_User.16,2015-11-07 14:43:31,2015-11-15,W_Sales_Task.1935,Task,3540,Contacted,Outbound,Not Started,Normal,Schedule Discovery Call
W_Opportunity.25542,W_User.4,2016-03-04 12:26:36,2016-03-04,W_Sales_Task.1936,Task,1310,No Answer,Inbound,Completed,Normal,Quick Call with VP of IT
W_Opportunity.25547,W_User.2,2016-11-21 15:17:55,2016-11-30,W_Sales_Task.1937,Task,950,Appointment Set,Inbound,Completed,Normal,Tradeshow Preparation
W_Opportunity.25548,W_User.1,2017-01-11 00:00:00,2017-01-18,W_Sales_Task.1938,Task,3400,Contacted,Inbound,Completed,Normal,Send Updated Quote
W_Opportunity.25560,W_User.3,2015-11-10 15:07:07,2015-11-19,W_Sales_Task.1939,Task,640,Call Successful,Internal,On Hold,Normal,Discovery Call with Management Team
W_Opportunity.25563,W_User.15,2016-12-29 12:50:30,2017-01-03,W_Sales_Task.1940,Task,250,Call Successful,Internal,Completed,Normal,Finalize Board Presentation
W_Opportunity.25564,W_User.1,2015-10-27 19:17:04,2015-10-30,W_Sales_Task.1941,Task,2360,Call Successful,Internal,Not Started,Normal,Follow-up with Customer
W_Opportunity.25580,W_User.14,2015-07-29 00:25:37,2015-08-02,W_Sales_Task.1942,Call,110,Call Successful,Inbound,Completed,High,Sales Presentation to Executive Team
W_Opportunity.25580,W_User.14,2015-07-24 21:51:30,2015-07-28,W_Sales_Task.1943,Task,2290,Call Successful,Internal,Completed,Normal,Call to Schedule Presentation
W_Opportunity.25582,W_User.16,2016-04-29 05:22:50,2016-05-02,W_Sales_Task.1944,Task,2010,Busy,Internal,On Hold,High,Manager Deal Update
W_Opportunity.25582,W_User.16,2016-05-03 12:30:11,2016-05-14,W_Sales_Task.1945,Task,930,Call Successful,Internal,On Hold,Normal,Review Updated Sales Presentation
W_Opportunity.25587,W_User.2,2016-11-08 11:48:17,2016-11-20,W_Sales_Task.1946,Email,1740,Contacted,Internal,Not Started,High,Review Campaign Success and Plan Next Phase
W_Opportunity.25587,W_User.2,2016-11-08 11:02:15,2016-11-08,W_Sales_Task.1947,Task,1310,Call Successful,Inbound,Completed,Normal,Review Product Roadmap
W_Opportunity.25600,W_User.19,2015-07-08 22:15:34,2015-07-19,W_Sales_Task.1948,Task,2750,Left Message,Outbound,Not Started,Normal,Cold Call with Prospect
W_Opportunity.25600,W_User.19,2015-06-25 18:41:46,2015-06-27,W_Sales_Task.1949,Task,440,Call Successful,Inbound,On Hold,Normal,Complete and Send Close Plan
W_Opportunity.25606,W_User.14,2017-02-27 22:21:14,2017-02-28,W_Sales_Task.1950,Task,3000,Call Successful,Inbound,In Progress,Normal,Review Current Results and Revise ROI
W_Opportunity.25606,W_User.14,2017-02-28 21:55:51,2017-03-04,W_Sales_Task.1951,Task,2160,No Answer,Outbound,Completed,Normal,Sales Presentation
W_Opportunity.25610,W_User.17,2015-12-18 10:29:13,2015-12-18,W_Sales_Task.1952,Task,1940,Appointment Set,Inbound,Completed,Normal,Opportunity Close Plan Development
W_Opportunity.25613,W_User.19,2016-09-24 14:31:43,2016-10-02,W_Sales_Task.1953,Email,400,Contacted,Inbound,Completed,Normal,Closing Call
